batsman,Bangalore,Chennai,Delhi,Hyderabad,Jaipur,Kochi,Kolkata,Mohali,Mumbai,Pune,Rajkot
Y Gnaneswara Rao,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
Y Nagar,20.0,45.0,115.0,24.0,36.0,0.0,0.0,21.0,0.0,24.0,0.0
Y Venugopal Rao,68.0,122.0,279.0,311.0,14.0,0.0,34.0,87.0,70.0,0.0,0.0
YA Abdulla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YK Pathan,172.0,111.0,382.0,308.0,672.0,17.0,714.0,196.0,224.0,52.0,74.0
YS Chahal,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
YV Takawale,19.0,0.0,0.0,5.0,18.0,0.0,85.0,0.0,65.0,0.0,0.0
Yashpal Singh,0.0,0.0,0.0,0.0,26.0,0.0,13.0,0.0,8.0,0.0,0.0
Younis Khan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Yuvraj Singh,495.0,158.0,302.0,226.0,157.0,0.0,235.0,522.0,185.0,303.0,8.0
Z Khan,52.0,31.0,12.0,4.0,1.0,0.0,5.0,0.0,12.0,0.0,0.0
