batsman,Bangalore,Chennai,Delhi,Hyderabad,Jaipur,Kochi,Kolkata,Mohali,Mumbai,Pune,Rajkot
RR Powar,133.33333333333331,133.33333333333331,37.5,0.0,85.71428571428571,0.0,50.0,118.75,0.0,0.0,0.0
RR Raje,0.0,0.0,50.0,133.33333333333331,0.0,0.0,0.0,0.0,100.0,0.0,0.0
RR Rossouw,103.921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RR Sarwan,0.0,90.9090909090909,0.0,100.0,0.0,0.0,0.0,96.875,77.77777777777779,0.0,0.0
RS Bopara,137.16216216216216,0.0,113.04347826086956,117.21311475409837,125.0,0.0,100.0,63.41463414634146,0.0,0.0,0.0
RS Gavaskar,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS Sodhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
RT Ponting,0.0,0.0,0.0,0.0,0.0,0.0,95.23809523809523,0.0,67.85714285714286,82.35294117647058,0.0
RV Gomez,43.75,0.0,400.0,0.0,0.0,33.33333333333333,100.0,66.66666666666666,0.0,136.8421052631579,0.0
RV Uthappa,146.62576687116564,120.45454545454545,117.1206225680934,119.27710843373494,113.57142857142857,0.0,136.04651162790697,128.80434782608697,118.46590909090908,121.17117117117118,148.27586206896552
Rashid Khan,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,50.0,75.0,0.0
S Anirudha,0.0,106.06060606060606,0.0,0.0,225.0,0.0,109.8360655737705,100.0,93.75,0.0,0.0
S Aravind,123.80952380952381,0.0,0.0,40.0,0.0,0.0,125.0,220.00000000000003,0.0,85.71428571428571,56.25
S Badree,55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
S Badrinath,131.4814814814815,111.54499151103565,107.57575757575756,93.75,120.0,118.5185185185185,0.0,127.27272727272727,114.0625,128.33333333333334,0.0
S Chanderpaul,75.75757575757575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Dhawan,118.91891891891892,104.21686746987953,134.2618384401114,115.95298068849706,128.2051282051282,0.0,106.12244897959184,127.32558139534885,117.7449168207024,118.18181818181819,112.5
S Gopal,0.0,0.0,110.00000000000001,0.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0
S Kaul,0.0,0.0,81.81818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Kaushik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Ladda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Nadeem,0.0,28.57142857142857,41.81818181818181,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0
S Narwal,0.0,0.0,120.0,0.0,66.66666666666666,0.0,143.75,0.0,0.0,0.0,0.0
S Rana,102.63157894736842,0.0,0.0,171.42857142857142,33.33333333333333,0.0,132.14285714285714,0.0,0.0,0.0,0.0
S Randiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
S Sohal,0.0,165.71428571428572,151.21951219512195,93.67088607594937,80.0,0.0,138.88888888888889,121.12676056338027,86.20689655172413,103.03030303030303,0.0
S Sreesanth,0.0,0.0,88.23529411764706,200.0,41.66666666666667,0.0,0.0,7.6923076923076925,0.0,16.666666666666664,0.0
S Sriram,0.0,0.0,0.0,0.0,0.0,0.0,87.09677419354838,57.14285714285714,0.0,0.0,0.0
S Tyagi,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Vidyut,0.0,111.11111111111111,149.20634920634922,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
SA Abbott,25.0,0.0,0.0,155.55555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA Asnodkar,0.0,151.85185185185185,172.41379310344826,0.0,120.54794520547945,0.0,0.0,85.71428571428571,96.55172413793103,0.0,0.0
SA Yadav,136.8421052631579,61.53846153846154,136.73469387755102,152.17391304347828,140.9090909090909,0.0,115.42056074766356,157.57575757575756,193.61702127659575,150.0,38.46153846153847
SB Bangar,0.0,0.0,0.0,95.91836734693877,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0
SB Jakati,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,50.0
SB Joshi,37.5,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0
SB Styris,0.0,90.32258064516128,103.57142857142858,97.61904761904762,0.0,0.0,250.0,0.0,0.0,0.0,0.0
SB Wagh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
SC Ganguly,83.87096774193549,63.07692307692307,0.0,116.66666666666667,109.16030534351144,0.0,97.89915966386555,142.05607476635512,87.71929824561403,94.44444444444444,0.0
SD Chitnis,0.0,0.0,115.15151515151516,89.47368421052632,66.66666666666666,0.0,0.0,91.66666666666666,180.0,100.0,0.0
